S1,S2,S3,resp,resptime
stimuli/einstein_100.jpg,stimuli/einstein_20.jpg,stimuli/einstein_0.jpg,1,0.668958
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_100.jpg,0,0.909792
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,0,2.037114
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,2.381216
stimuli/einstein_0.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,1.355985
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,0,0.402672
stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,0.382343
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,0,0.348073
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,1,5.533939
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,1,4.704301
stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,stimuli/einstein_100.jpg,1,2.122341
stimuli/einstein_0.jpg,stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,0,1.464303
stimuli/einstein_10.jpg,stimuli/einstein_60.jpg,stimuli/einstein_100.jpg,0,1.241573
stimuli/einstein_0.jpg,stimuli/einstein_60.jpg,stimuli/einstein_100.jpg,0,3.371158
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,0.652511
stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,0.426435
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_60.jpg,1,1.449387
stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,stimuli/einstein_5.jpg,0,1.422795
stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,stimuli/einstein_5.jpg,0,5.124568
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_5.jpg,1,2.155231
stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,1,5.863566
stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,stimuli/einstein_10.jpg,1,1.198815
