S1,S2,S3,resp,resptime
stimuli/einstein_80.jpg,stimuli/einstein_5.jpg,stimuli/einstein_0.jpg,0,2.005214
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,0,2.316787
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_0.jpg,1,1.157618
stimuli/einstein_80.jpg,stimuli/einstein_10.jpg,stimuli/einstein_0.jpg,1,1.131438
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_80.jpg,0,1.006879
stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,1,3.819505
stimuli/einstein_40.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,0,0.977561
stimuli/einstein_0.jpg,stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,0,1.567455
stimuli/einstein_10.jpg,stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,0,1.832389
stimuli/einstein_80.jpg,stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,1,1.492926
stimuli/einstein_20.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,0,3.111065
stimuli/einstein_5.jpg,stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,0,0.614363
stimuli/einstein_100.jpg,stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,1,1.163186
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,1,1.23821
stimuli/einstein_100.jpg,stimuli/einstein_60.jpg,stimuli/einstein_20.jpg,1,1.983216
stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,stimuli/einstein_80.jpg,0,2.886483
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,1,0.653496
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_60.jpg,0,1.02455
stimuli/einstein_5.jpg,stimuli/einstein_60.jpg,stimuli/einstein_100.jpg,0,1.44185
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_20.jpg,1,1.433313
stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,1.565752
stimuli/einstein_100.jpg,stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,1,2.462648
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_80.jpg,0,0.676036
stimuli/einstein_80.jpg,stimuli/einstein_40.jpg,stimuli/einstein_0.jpg,1,1.680849
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_100.jpg,0,4.967203
stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,0,2.328758
stimuli/einstein_80.jpg,stimuli/einstein_40.jpg,stimuli/einstein_5.jpg,1,1.564744
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_100.jpg,1,3.213398
stimuli/einstein_10.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,0,7.613591
stimuli/einstein_60.jpg,stimuli/einstein_10.jpg,stimuli/einstein_0.jpg,1,0.832532
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,1,1.897088
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,1,1.874863
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_100.jpg,0,9.742658
stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,stimuli/einstein_10.jpg,1,1.425584
