S1,S2,S3,resp,resptime
stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,stimuli/einstein_80.jpg,1,10.736635
stimuli/einstein_80.jpg,stimuli/einstein_5.jpg,stimuli/einstein_0.jpg,0,5.665529
stimuli/einstein_100.jpg,stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,1,6.224462
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_40.jpg,1,6.209874
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_20.jpg,1,2.642409
stimuli/einstein_20.jpg,stimuli/einstein_10.jpg,stimuli/einstein_0.jpg,1,1.833568
stimuli/einstein_100.jpg,stimuli/einstein_10.jpg,stimuli/einstein_5.jpg,1,1.308658
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_100.jpg,1,6.12939
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_10.jpg,1,3.692779
stimuli/einstein_0.jpg,stimuli/einstein_40.jpg,stimuli/einstein_80.jpg,0,2.859104
stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,1,12.790456
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,0,3.639611
stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,stimuli/einstein_5.jpg,1,4.257516
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_100.jpg,0,2.513518
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,4.368371
stimuli/einstein_0.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,0,1.546181
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_80.jpg,0,5.306565
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_10.jpg,1,4.373792
stimuli/einstein_80.jpg,stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,1,1.367495
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_5.jpg,1,1.218442
stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,0,6.503542
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_0.jpg,1,1.345019
stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,stimuli/einstein_100.jpg,0,3.137781
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_0.jpg,1,5.176231
stimuli/einstein_100.jpg,stimuli/einstein_60.jpg,stimuli/einstein_5.jpg,1,0.692345
stimuli/einstein_100.jpg,stimuli/einstein_60.jpg,stimuli/einstein_0.jpg,1,0.842985
stimuli/einstein_0.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,1.280092
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,0.624252
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_100.jpg,0,1.452358
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,1,5.598247
stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,3.034057
stimuli/einstein_100.jpg,stimuli/einstein_20.jpg,stimuli/einstein_10.jpg,1,1.684731
stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,stimuli/einstein_100.jpg,0,3.433287
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_60.jpg,0,1.218672
stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,0,1.713825
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,0,4.137958
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_5.jpg,1,1.146528
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,0,1.068839
stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,stimuli/einstein_80.jpg,0,0.79241
stimuli/einstein_80.jpg,stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,1,2.772732
stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,stimuli/einstein_0.jpg,1,1.884523
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_5.jpg,1,0.408277
stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,0.92602
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,1,2.195664
stimuli/einstein_100.jpg,stimuli/einstein_10.jpg,stimuli/einstein_0.jpg,1,76.526435
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,0,5.998537
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,0,1.507179
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_80.jpg,0,0.715697
stimuli/einstein_100.jpg,stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,0,0.36685
stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,stimuli/einstein_0.jpg,1,1.796651
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,1,4.901149
stimuli/einstein_100.jpg,stimuli/einstein_60.jpg,stimuli/einstein_10.jpg,1,2.041869
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_60.jpg,1,1.751181
stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,1,1.657814
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,1,1.186887
stimuli/einstein_60.jpg,stimuli/einstein_10.jpg,stimuli/einstein_5.jpg,0,5.250827
