S1,S2,S3,resp,resptime
stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,stimuli/einstein_5.jpg,0,1.362456
stimuli/einstein_100.jpg,stimuli/einstein_60.jpg,stimuli/einstein_5.jpg,1,1.377895
stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,stimuli/einstein_0.jpg,1,1.418525
stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,stimuli/einstein_10.jpg,1,1.482335
stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,stimuli/einstein_5.jpg,1,1.384218
stimuli/einstein_0.jpg,stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,0,1.370229
stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,1.385571
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_5.jpg,1,1.362385
stimuli/einstein_60.jpg,stimuli/einstein_20.jpg,stimuli/einstein_10.jpg,1,1.416379
stimuli/einstein_60.jpg,stimuli/einstein_20.jpg,stimuli/einstein_0.jpg,1,1.368382
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_80.jpg,1,1.48238
stimuli/einstein_5.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,0,1.57718
