S1,S2,S3,resp,resptime
stimuli/einstein_5.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,0,1.495916
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,1,2.113962
stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,0,1.817863
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_5.jpg,1,1.441568
stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,stimuli/einstein_5.jpg,0,2.130147
stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,2.041749
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,0,2.026216
stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,0,2.202319
stimuli/einstein_60.jpg,stimuli/einstein_5.jpg,stimuli/einstein_0.jpg,0,2.130084
stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,stimuli/einstein_80.jpg,0,2.481476
stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,2.777384
stimuli/einstein_0.jpg,stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,0,1.449741
stimuli/einstein_100.jpg,stimuli/einstein_20.jpg,stimuli/einstein_5.jpg,1,1.465271
stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,stimuli/einstein_80.jpg,1,1.505853
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,0,1.488794
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,1,1.456325
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_40.jpg,0,1.472666
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_100.jpg,1,1.343501
stimuli/einstein_5.jpg,stimuli/einstein_60.jpg,stimuli/einstein_100.jpg,0,1.701802
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_80.jpg,0,1.37035
stimuli/einstein_20.jpg,stimuli/einstein_5.jpg,stimuli/einstein_0.jpg,0,3.553395
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,1.505792
stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,stimuli/einstein_60.jpg,1,3.497921
stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,stimuli/einstein_10.jpg,0,3.546608
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,0,1.969077
