S1,S2,S3,resp,resptime
stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,stimuli/einstein_80.jpg,0,1.828498
stimuli/einstein_80.jpg,stimuli/einstein_5.jpg,stimuli/einstein_0.jpg,0,1.933289
stimuli/einstein_100.jpg,stimuli/einstein_40.jpg,stimuli/einstein_20.jpg,0,2.215093
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_40.jpg,1,2.126168
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_20.jpg,0,1.854059
stimuli/einstein_20.jpg,stimuli/einstein_10.jpg,stimuli/einstein_0.jpg,1,2.065149
stimuli/einstein_100.jpg,stimuli/einstein_10.jpg,stimuli/einstein_5.jpg,1,4.637727
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_100.jpg,1,1.7223
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_10.jpg,1,3.014216
stimuli/einstein_0.jpg,stimuli/einstein_40.jpg,stimuli/einstein_80.jpg,0,1.503023
stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,0,1.695006
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_40.jpg,1,2.104737
stimuli/einstein_80.jpg,stimuli/einstein_20.jpg,stimuli/einstein_5.jpg,1,1.617285
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_100.jpg,0,1.806417
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,1.695824
stimuli/einstein_0.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,0,1.485253
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_80.jpg,0,3.544609
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_10.jpg,1,2.106379
stimuli/einstein_80.jpg,stimuli/einstein_40.jpg,stimuli/einstein_10.jpg,1,3.721855
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_5.jpg,1,1.989609
stimuli/einstein_60.jpg,stimuli/einstein_80.jpg,stimuli/einstein_100.jpg,0,3.141232
stimuli/einstein_60.jpg,stimuli/einstein_40.jpg,stimuli/einstein_0.jpg,1,1.632604
stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,stimuli/einstein_100.jpg,1,1.606782
stimuli/einstein_80.jpg,stimuli/einstein_60.jpg,stimuli/einstein_0.jpg,1,1.6639
stimuli/einstein_100.jpg,stimuli/einstein_60.jpg,stimuli/einstein_5.jpg,1,1.590346
stimuli/einstein_100.jpg,stimuli/einstein_60.jpg,stimuli/einstein_0.jpg,1,2.358704
stimuli/einstein_0.jpg,stimuli/einstein_40.jpg,stimuli/einstein_100.jpg,0,1.502423
stimuli/einstein_5.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,1.648468
stimuli/einstein_0.jpg,stimuli/einstein_20.jpg,stimuli/einstein_100.jpg,0,1.543283
stimuli/einstein_0.jpg,stimuli/einstein_5.jpg,stimuli/einstein_10.jpg,1,4.25679
stimuli/einstein_10.jpg,stimuli/einstein_20.jpg,stimuli/einstein_60.jpg,0,1.896949
stimuli/einstein_100.jpg,stimuli/einstein_20.jpg,stimuli/einstein_10.jpg,1,1.791409
stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,stimuli/einstein_100.jpg,0,1.969384
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_60.jpg,0,2.322298
stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,stimuli/einstein_60.jpg,1,1.554017
stimuli/einstein_0.jpg,stimuli/einstein_10.jpg,stimuli/einstein_40.jpg,0,1.553656
stimuli/einstein_100.jpg,stimuli/einstein_80.jpg,stimuli/einstein_5.jpg,1,1.601756
